,Candidates Created Date,Candidates Utm Source,Candidates Utm Campaign,Candidates Utm Content,Candidates Primary Role,Candidates Origination Market,Candidates Subrole Core or Noncore,Candidates Utm Term,Candidates Count,Candidates Approved,Candidates Onboarded,Candidates Qualified Role Onboard,Candidates Participated
1481,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob1interest-dd3),dd3-all,Project Management,Seattle,Non-Core,,1,0,0,0,0
9795,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Project Management,Boston,Non-Core,,1,0,1,1,0
1486,10/9/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Data Analytics,France,Non-Core,,1,0,0,0,0
1529,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jj2-all,Project Management,London,Non-Core,,1,0,0,0,0
1530,10/2/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-cc2),cc2-all,,New York,Non-Core,,1,0,0,0,0
1533,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Other,Boston,Non-Core,,1,0,0,0,0
1536,9/25/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Project Management,Seattle,Non-Core,,1,0,0,0,0
1537,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Data Analytics,New York,Non-Core,,1,0,0,0,0
1538,10/15/2018,twitter,(b2c)(l-all)(r-swe)(keywordslladevops),Doug-Challenge,Information Technology (IT),Chicago,Non-Core,,1,0,0,0,0
10608,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Data Analytics,Boston,Non-Core,,1,1,1,1,0
1545,10/9/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad60),dd3,Other,Seattle,Non-Core,,1,0,0,0,0
12035,10/23/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Developer Operations (DevOps),Other,Core,,1,0,1,1,0
547,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd7-all,Design,Seattle,Non-Core,,1,0,1,1,0
1573,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversioncore-us-coreqob_pixel),jj2-all,Other,SF Bay Area,Non-Core,,1,0,0,0,0
1579,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jj2-all,Information Technology (IT),London,Non-Core,,1,0,0,0,0
1580,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
1585,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Product Management,New York,Non-Core,,1,0,0,0,0
1593,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Other,New York,Non-Core,,1,0,1,0,0
1595,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Other,Los Angeles,Non-Core,,1,0,1,0,0
2972,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Product Management,Boston,Non-Core,,1,0,1,1,0
3596,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Data Analytics,New York,Non-Core,,1,0,1,1,0
1604,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Quality Assurance (QA),New York,Non-Core,,1,0,0,0,0
1608,9/29/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Other,France,Non-Core,,1,0,0,0,0
1616,10/1/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Design,France,Non-Core,,1,0,0,0,0
1618,10/8/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Other,France,Non-Core,,3,0,0,0,0
1622,10/4/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Project Management,France,Non-Core,,2,0,1,0,0
1634,9/21/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Software Engineering,Boston,Non-Core,,1,0,0,0,0
1642,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jk2-all,Design,New York,Non-Core,,1,0,0,0,0
1658,9/24/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Information Technology (IT),London,Non-Core,,1,0,0,0,0
1664,10/20/2018,twitter,(b2c)(l-all)(r-swe)(onboardllav2),dd6-all,,New York,Non-Core,,1,0,0,0,0
1668,10/3/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob1interest-dd3),dd3-all,Product Management,Boston,Non-Core,,1,0,0,0,0
1678,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,,SF Bay Area,Non-Core,,1,0,0,0,0
8838,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),jj2-all,Project Management,New York,Non-Core,,1,0,1,1,0
1701,10/22/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Information Technology (IT),Seattle,Non-Core,,1,0,0,0,0
9745,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),jj2-all,Project Management,SF Bay Area,Non-Core,,1,0,1,1,0
10446,10/22/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Project Management,France,Non-Core,,3,0,2,2,0
1723,9/21/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Software Engineering,New York,Non-Core,,1,0,0,0,0
1741,10/4/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3,,New York,Non-Core,,1,0,0,0,0
10630,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Project Management,France,Non-Core,,1,1,1,1,1
1748,10/1/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-cc2),cc2-all,Product Management,New York,Non-Core,,1,0,0,0,0
1755,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jj2-all,Project Management,London,Non-Core,,1,0,0,0,0
1789,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Quality Assurance (QA),Boston,Non-Core,,1,0,0,0,0
1791,10/24/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd3-all,,New York,Non-Core,,1,0,0,0,0
1805,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,Project Management,Seattle,Non-Core,,1,0,0,0,0
1811,10/2/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd7-all,Design,SF Bay Area,Non-Core,,1,0,0,0,0
1821,10/15/2018,twitter,(b2c)(l-all)(r-swe)(keywordslladevops),Doug-Challenge,,Seattle,Non-Core,,1,0,0,0,0
1827,9/21/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Other,New York,Non-Core,,1,0,1,0,0
1859,10/12/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Other,France,Non-Core,,1,0,0,0,0
1862,9/21/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Quality Assurance (QA),London,Non-Core,,1,0,0,0,0
1864,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Project Management,Seattle,Non-Core,,1,0,0,0,0
1872,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
1876,9/25/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Other,New York,Non-Core,,1,0,0,0,0
10704,10/22/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Quality Assurance (QA),London,Non-Core,,1,1,1,1,1
12767,10/22/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Software Engineering,Seattle,Core,,1,0,1,1,0
1905,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Design,New York,Non-Core,,1,0,0,0,0
1909,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,,New York,Non-Core,,2,0,0,0,0
1910,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,,SF Bay Area,Non-Core,,1,0,0,0,0
1920,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,Quality Assurance (QA),SF Bay Area,Non-Core,,1,0,0,0,0
1921,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,,SF Bay Area,Non-Core,,1,0,0,0,0
1924,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jj2-all,Engineering Management,London,Non-Core,,1,0,0,0,0
1933,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,,SF Bay Area,Non-Core,,1,0,0,0,0
1935,10/26/2018,facebook,(b2c)(sea)(r-all)(conversion-us-coreqob_static),sea,Other,Seattle,Non-Core,,2,0,1,0,0
1943,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jj2-all,,London,Non-Core,,1,0,0,0,0
1944,9/28/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,Other,New York,Non-Core,,1,0,0,0,0
1946,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Data Analytics,Seattle,Non-Core,,1,0,0,0,0
1185,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Project Management,Seattle,Non-Core,,1,0,1,1,0
1954,9/29/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-dd3),dd3-all,Product Management,New York,Non-Core,,1,0,0,0,0
1961,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Other,London,Non-Core,,1,0,0,0,0
1969,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Information Technology (IT),Seattle,Non-Core,,1,0,0,0,0
1972,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),jj2-all,Other,Boston,Non-Core,,1,0,0,0,0
1550,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jj2-all,Design,London,Non-Core,,1,0,1,1,0
1977,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Other,SF Bay Area,Non-Core,,1,0,0,0,0
1981,9/24/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,,London,Non-Core,,2,0,0,0,0
1600,10/21/2018,twitter,(b2c)(l-all)(r-swe)(followerllav4),dd7-all,Product Management,Boston,Non-Core,,1,0,1,1,0
1988,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Product Management,New York,Non-Core,,1,0,0,0,0
2787,10/21/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Product Management,France,Non-Core,,2,0,1,1,0
1996,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Other,SF Bay Area,Non-Core,,1,0,0,0,0
1998,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Other,Boston,Non-Core,,1,0,1,0,0
2004,10/3/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-dd3),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
2009,10/4/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd7,,New York,Non-Core,,1,0,0,0,0
2017,10/13/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),jk2-all,Project Management,Boston,Non-Core,,1,0,0,0,0
3262,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),jj2-all,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
2028,10/3/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-dd3),dd3-all,,New York,Non-Core,,1,0,0,0,0
2029,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Other,New York,Non-Core,,1,0,1,0,0
2038,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,,New York,Non-Core,,1,0,0,0,0
2041,10/15/2018,facebook,(b2c)(l-all)(r-all)(retargeting-us-sitevisitor),jj2-all,,New York,Non-Core,,1,0,0,0,0
2049,10/22/2018,twitter,(b2c)(l-all)(r-swe)(followerllav4),dd7-all,Data Analytics,Boston,Non-Core,,1,0,0,0,0
2108,10/5/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd3-all,Product Management,Dallas/Ft Worth,Non-Core,,1,0,0,0,0
2117,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jj2-all,Information Technology (IT),London,Non-Core,,1,0,0,0,0
2135,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,Data Analytics,New York,Non-Core,,1,0,0,0,0
3358,10/21/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Design,Seattle,Non-Core,,1,0,1,1,0
2151,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Information Technology (IT),Boston,Non-Core,,1,0,0,0,0
2157,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),jk2-all,Project Management,New York,Non-Core,,1,0,0,0,0
2165,9/28/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-dd3),dd3-all,,Seattle,Non-Core,,1,0,0,0,0
2166,10/19/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,,France,Non-Core,,1,0,0,0,0
4884,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Data Analytics,SF Bay Area,Non-Core,,1,1,1,1,1
2176,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
2181,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),jj2-all,Information Technology (IT),SF Bay Area,Non-Core,,1,0,0,0,0
2185,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Project Management,Boston,Non-Core,,1,0,0,0,0
6077,10/21/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Data Analytics,Boston,Non-Core,,1,1,1,1,1
2195,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversioncore-us-coreqob_pixel),jj2-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
2203,10/1/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,,Seattle,Non-Core,,1,0,0,0,0
2212,10/2/2018,facebook,(b2c)(ldn)(r-swe)(swe-approvals-Nov2016-Nov2017-lal1/2-mobile),link-jobsfindyou-ldn5,Design,London,Non-Core,,1,0,0,0,0
2217,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Project Management,New York,Non-Core,,1,0,0,0,0
2218,10/13/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Project Management,London,Non-Core,,1,0,0,0,0
2223,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,,New York,Non-Core,,1,0,0,0,0
2227,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Data Analytics,New York,Non-Core,,1,0,0,0,0
7619,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Project Management,Boston,Non-Core,,1,0,1,1,0
2274,10/10/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Product Management,London,Non-Core,,1,0,0,0,0
2280,10/6/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Developer Operations (DevOps),Boston,Non-Core,,1,0,0,0,0
2282,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),jj2-all,,New York,Non-Core,,1,0,0,0,0
2288,10/13/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd6-all,Product Management,New York,Non-Core,,1,0,0,0,0
10013,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Information Technology (IT),Boston,Non-Core,,1,0,1,1,0
11614,10/21/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Software Engineering,Denver,Core,,1,1,1,1,1
4652,10/20/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Project Management,Other,Non-Core,,1,0,1,1,0
2319,10/26/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Other,Seattle,Non-Core,,1,0,0,0,0
2333,10/2/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-cc2),cc2-all,Design,New York,Non-Core,,1,0,0,0,0
2345,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Product Management,Seattle,Non-Core,,1,0,0,0,0
5421,10/20/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Project Management,London,Non-Core,,1,0,1,1,0
2368,10/22/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,,New York,Non-Core,,1,0,0,0,0
2377,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,,New York,Non-Core,,1,0,0,0,0
6179,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Design,New York,Non-Core,,1,1,1,1,1
2390,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversioncore-us-coreqob_static),dd3-all,Other,New York,Non-Core,,1,0,0,0,0
6360,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Design,SF Bay Area,Non-Core,,2,1,1,1,1
8336,10/20/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Product Management,France,Non-Core,,1,0,1,1,0
2398,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),jj2-all,,Boston,Non-Core,,1,0,0,0,0
2414,10/2/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Project Management,France,Non-Core,,4,0,0,0,0
2420,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jj2-all,Software Engineering,London,Non-Core,,1,0,0,0,0
2425,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,,New York,Non-Core,,1,0,0,0,0
2426,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,,SF Bay Area,Non-Core,,1,0,0,0,0
2431,10/12/2018,twitter,(b2c)(l-all)(r-swe)(dlxengineering),dd7-all,Product Management,SF Bay Area,Non-Core,,1,0,0,0,0
8748,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Data Analytics,London,Non-Core,,1,0,1,1,0
2444,9/20/2018,facebook,(b2c)(fr)(r-swe)(conversions),,,France,Non-Core,,5,0,0,0,0
2445,9/19/2018,facebook,(b2c)(l-all)(r-all)(video-views),,Project Management,Seattle,Non-Core,,1,0,0,0,0
2447,9/27/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Product Management,France,Non-Core,,1,0,0,0,0
2452,10/15/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Other,London,Non-Core,,2,0,0,0,0
2457,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,,SF Bay Area,Non-Core,,1,0,0,0,0
2478,10/3/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-dd3),dd3-all,Quality Assurance (QA),Seattle,Non-Core,,1,0,0,0,0
2481,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob1interest-dd3),dd3-all,,Other,Non-Core,,1,0,0,0,0
2487,10/7/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad60),dd3,Project Management,New York,Non-Core,,1,0,0,0,0
9497,10/20/2018,twitter,(b2c)(l-all)(r-swe)(followerllav4),dd3-all,Information Technology (IT),Denver,Non-Core,,1,0,1,1,0
2492,10/10/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Quality Assurance (QA),Seattle,Non-Core,,1,0,0,0,0
2496,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),jk2-all,Other,SF Bay Area,Non-Core,,1,0,0,0,0
165,10/19/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Project Management,San Diego,Non-Core,,1,0,1,1,0
2502,10/20/2018,twitter,(b2c)(l-all)(r-swe)(followerllav4),dd7-all,Other,Other,Non-Core,,1,0,0,0,0
2506,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),jk2-all,Design,New York,Non-Core,,1,0,0,0,0
2514,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,,New York,Non-Core,,2,0,0,0,0
2519,10/5/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,,London,Non-Core,,2,0,0,0,0
2525,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Project Management,Seattle,Non-Core,,1,0,0,0,0
2528,10/12/2018,twitter,(b2c)(l-all)(r-swe)(keywordslladevops),Doug-Dream,,Boston,Non-Core,,1,0,0,0,0
769,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Data Analytics,New York,Non-Core,,1,0,1,1,0
2534,10/13/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Other,France,Non-Core,,1,0,0,0,0
2538,10/15/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Other,New York,Non-Core,,1,0,0,0,0
2565,10/2/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Information Technology (IT),France,Non-Core,,1,0,0,0,0
2567,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Data Analytics,New York,Non-Core,,1,0,0,0,0
2573,10/13/2018,facebook,(b2c)(l-all)(r-all)(retargeting-us-sitevisitor),jk2-all,,New York,Non-Core,,1,0,0,0,0
2578,10/19/2018,twitter,(b2c)(l-all)(r-swe)(onboardllav2),dd6-all,Engineering Management,New York,Non-Core,,1,0,0,0,0
2583,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-java1%),jk2-all,Information Technology (IT),Dallas/Ft Worth,Non-Core,,1,0,0,0,0
2598,10/10/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Design,SF Bay Area,Non-Core,,1,0,0,0,0
2603,10/6/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-DevBroadCQOBLAL365),PuzzleEmoji,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
2619,9/22/2018,facebook,(b2c)(l-all)(r-all)(video-views),,,New York,Non-Core,,1,0,0,0,0
825,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Project Management,Seattle,Non-Core,,1,0,1,1,0
2622,9/23/2018,facebook,(b2c)(fr)(r-swe)(conversions),,,France,Non-Core,,5,0,0,0,0
2623,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),jj2-all,Other,New York,Non-Core,,1,0,0,0,0
2628,9/25/2018,facebook,(b2c)(l-all)(r-all)(conversions),,,New York,Non-Core,,1,0,0,0,0
2637,10/12/2018,twitter,(b2c)(l-all)(r-swe)(keywordslladevops),Doug-Challenge,Other,Boston,Non-Core,,1,0,0,0,0
3394,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),jk2-all,Project Management,SF Bay Area,Non-Core,,1,1,1,1,1
2644,10/4/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Data Analytics,Boston,Non-Core,,1,0,0,0,0
5323,10/19/2018,twitter,(b2c)(l-all)(r-swe)(followerllav4),dd7-all,Product Management,New York,Non-Core,,1,0,1,1,0
2647,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-HackIntCQOBLAL365-PuzzleEmoji),PuzzleEmoji,Software Engineering,Seattle,Non-Core,,1,0,0,0,0
2656,10/11/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,,London,Non-Core,,2,0,0,0,0
2667,10/10/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,,London,Non-Core,,1,0,0,0,0
2674,10/21/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Other,SF Bay Area,Non-Core,,1,0,1,0,0
6097,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Product Management,New York,Non-Core,,1,0,1,1,0
2687,10/4/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Project Management,Seattle,Non-Core,,1,0,0,0,0
2688,9/22/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
2701,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Project Management,Seattle,Non-Core,,1,0,0,0,0
2717,9/23/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Data Analytics,SF Bay Area,Non-Core,,1,0,0,0,0
2719,9/27/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Design,London,Non-Core,,2,0,0,0,0
6269,10/19/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd3-all,Project Management,Seattle,Non-Core,,1,0,1,1,0
2740,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,,Denver,Non-Core,,1,0,0,0,0
6564,10/19/2018,twitter,(b2c)(l-all)(r-swe)(keywordslladevops),Doug-Challenge,Design,SF Bay Area,Non-Core,,1,0,1,1,0
10091,10/19/2018,twitter,(b2c)(l-all)(r-swe)(followerllav4),dd7-all,Information Technology (IT),Seattle,Non-Core,,1,0,1,1,0
10512,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Project Management,New York,Non-Core,,3,0,2,2,0
2766,9/21/2018,facebook,(b2c)(l-all)(r-all)(video-views),,,New York,Non-Core,,1,0,0,0,0
